NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0029325,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,3687772,539358,2025-01-01T06:17:54.323000,,,2025-01-01T06:17:54.323000,NAT,Necessary Action Taken,N,5G02,018XX Franklin Av,70117,5,POINT (-90.04798716 29.97685605)
A0029425,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669149,550336,2025-01-01T06:18:58.517000,,2025-01-01T06:18:58.517000,2025-01-01T06:42:26.020000,NAT,Necessary Action Taken,Y,3J01,064XX Blk Vicksburg St,70124,3,POINT (-90.1064331 30.00760359)
A0029525,21,COMPLAINT OTHER,1J,67S,SHOPLIFTING,1E,3698074,551938,2025-01-01T06:24:23.520000,,,2025-01-01T22:31:18.300000,VOI,VOID,N,7C03,063XX Chef Menteur Hwy,70126,7,POINT (-90.01499115 30.01112536)
A0029625,21,COMPLAINT OTHER,1J,67,THEFT,1G,3705210,558355,2025-01-01T06:28:30.520000,,,2025-01-01T06:35:22.493000,VOI,VOID,N,7R02,057XX Crowder Blvd,70127,7,POINT (-89.99221003 30.02854083)
A0029725,20,AUTO ACCIDENT,1,20,AUTO ACCIDENT,1C,3681665,531297,2025-01-01T06:30:10.190000,,2025-01-01T07:32:17.430000,2025-01-01T07:59:53.783000,RTF,REPORT TO FOLLOW,N,8C02,Bienville St & Royal St,70130,8,POINT (-90.06755411 29.95487953)
A0029825,MISC,MISCELLANEOUS COMPLAINT,1,MISC,MISCELLANEOUS COMPLAINT,1,0,0,2025-01-01T06:34:24.957000,,2025-01-01T06:34:24.957000,2025-01-01T06:42:51.480000,NAT,Necessary Action Taken,Y,None,Canal & Harrison,None,0,POINT (0 0)
A0029925,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3669553,552146,2025-01-01T06:41:23.713000,2025-01-01T06:42:26.020000,2025-01-01T06:43:41.530000,2025-01-01T06:47:21.270000,NAT,Necessary Action Taken,N,3J03,067XX Memphis St,70124,3,POINT (-90.10509454 30.01256914)
A0030025,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3687076,550415,2025-01-01T06:43:17.540000,2025-01-01T06:46:23.493000,2025-01-01T06:55:43.873000,2025-01-01T07:02:57.897000,NAT,Necessary Action Taken,N,3T02,047XX De Montluzin St,70122,3,POINT (-90.04979217 30.00728001)
A0030125,18S,DISABLED/STRANDED MOTORIST,2F,18S,DISABLED/STRANDED MOTORIST,2F,3694615,549590,2025-01-01T06:45:21.963000,,,2025-01-01T06:53:48.773000,NAT,Necessary Action Taken,N,3U02,I-10 E & Highrise,70126,3,POINT (-90.02600573 30.00477716)
A0030225,62A,"BURGLAR ALARM, SILENT",1A,62A,"BURGLAR ALARM, SILENT",2C,3673777,535037,2025-01-01T06:51:13.233000,2025-01-01T08:18:58.760000,2025-01-01T08:22:37.603000,2025-01-01T08:27:46.110000,NAT,Necessary Action Taken,N,1L01,003XX S Gayoso St,70119,1,POINT (-90.09233375 29.96540118)
A0030325,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1F,3692314,535997,2025-01-01T06:54:11.783000,,,2025-01-01T06:58:49.963000,VOI,VOID,N,5D03,041XX Urquhart St,70117,5,POINT (-90.03376026 29.96747424)
A0030425,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3684291,533193,2025-01-01T06:55:10.490000,,,2025-01-01T18:04:10.250000,NAT,Necessary Action Taken,N,8.00E+03,011XX N Peters St,70116,8,POINT (-90.05919543 29.9600135)
A0030525,55,AGGRAVATED CRIMINAL DAMAGE,1D,94,DISCHARGING FIREARM,1D,3702796,554752,2025-01-01T07:06:30.553000,2025-01-01T13:59:59.953000,2025-01-01T14:32:15.797000,2025-01-01T17:01:55.210000,RTF,REPORT TO FOLLOW,N,7.00E+01,047XX Rosemont Pl,70126,7,POINT (-89.99997029 30.01871241)
A0030625,21N,NOISE COMPLAINT,1G,103,DISTURBANCE (OTHER),2D,3708613,565259,2025-01-01T07:10:16.127000,,2025-01-01T12:30:46.247000,2025-01-01T12:46:27.747000,NAT,Necessary Action Taken,N,7I13,101XX Curran Blvd,70127,7,POINT (-89.98119949 30.04741447)
A0030725,62AR,BURGLARY ALRAM - RESIDENTIAL,2E,62AR,BURGLARY ALRAM - RESIDENTIAL,2E,3687076,550415,2025-01-01T07:14:30.850000,,,2025-01-01T07:17:39.303000,DUP,DUPLICATE,N,3T02,047XX De Montluzin St,70122,3,POINT (-90.04979217 30.00728001)
A0030825,MISC,MISCELLANEOUS COMPLAINT,1,MISC,MISCELLANEOUS COMPLAINT,1,0,0,2025-01-01T07:15:12.680000,,2025-01-01T07:15:12.680000,2025-01-01T08:02:04.267000,NAT,Necessary Action Taken,Y,None,Harrison & Argonne,None,0,POINT (0 0)
A0030925,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3687076,550415,2025-01-01T07:16:50.447000,2025-01-01T08:14:00.687000,2025-01-01T08:22:37.667000,2025-01-01T08:32:26.050000,NAT,Necessary Action Taken,N,3T02,047XX De Montluzin St,70122,3,POINT (-90.04979217 30.00728001)
A0031025,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3693335,558272,2025-01-01T07:20:45.380000,2025-01-01T08:14:24.467000,,2025-01-01T08:15:41.530000,NAT,Necessary Action Taken,N,7A05,001XX Harbor Cir,70126,7,POINT (-90.0297359 30.02869146)
A0031125,21N,NOISE COMPLAINT,1G,21,COMPLAINT OTHER,1F,3675108,535435,2025-01-01T07:21:39.750000,2025-01-01T12:28:47.900000,2025-01-01T12:40:16.270000,2025-01-01T13:33:28.853000,NAT,Necessary Action Taken,N,1M05,027XX Canal St,70119,1,POINT (-90.08811939 29.96645452)
A0031225,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3679822,531657,2025-01-01T07:24:46.897000,,2025-01-01T07:24:55.337000,2025-01-01T19:38:22.223000,NAT,Necessary Action Taken,N,8I02,Canal St & Elk Pl,70112,8,POINT (-90.07336279 29.95592511)
A0031325,67S,SHOPLIFTING,0,67S,SHOPLIFTING,1E,3671040,538559,2025-01-01T07:29:46.587000,,,2025-01-01T07:46:51.563000,VOI,VOID,N,3H01,041XX Canal St,70119,3,POINT (-90.10085827 29.97516415)
A0031425,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3668734,549185,2025-01-01T07:34:38.407000,,2025-01-01T07:34:38.407000,2025-01-01T08:12:33.110000,NAT,Necessary Action Taken,Y,3I04,007XX Harrison Av,70124,3,POINT (-90.10778413 30.00445059)
A0031525,98,DRIVING WHILE UNDER INFLUENCE,1F,18S,DISABLED/STRANDED MOTORIST,2F,3728071,577425,2025-01-01T07:35:44.130000,,2025-01-01T07:41:53.923000,2025-01-01T10:40:51.610000,NAT,Necessary Action Taken,N,7L06,I-10 E After Michoud Onramp,70129,7,POINT (-89.91922721 30.08022165)
A0031625,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682770,533176,2025-01-01T07:36:00.713000,,,2025-01-01T17:53:15.830000,NAT,Necessary Action Taken,N,8.00E+01,007XX Dumaine St,70116,8,POINT (-90.06400212 29.96001083)
A0031725,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3680902,532915,2025-01-01T07:38:50.303000,2025-01-01T07:38:50.303000,2025-01-01T07:38:53.587000,2025-01-01T08:18:34.883000,RTF,REPORT TO FOLLOW,N,1.00E+03,005XX N Rampart St,70112,1,POINT (-90.06990987 29.95935025)
A0031825,21,COMPLAINT OTHER,1J,67,THEFT,1G,3696478,553641,2025-01-01T07:40:37.247000,,2025-01-01T09:03:47.030000,2025-01-01T09:10:33.037000,NAT,Necessary Action Taken,N,7C03,046XX Deanne St,70126,7,POINT (-90.01997306 30.015859)
A0032025,103M,MENTAL PATIENT,1,103,DISTURBANCE (OTHER),1C,37369000,3513814,2025-01-01T07:45:01.053000,2025-01-01T09:54:03.887000,2025-01-01T09:59:17.463000,2025-01-01T10:04:26.103000,GOA,GONE ON ARRIVAL,N,6F02,027XX Loyola Av,70113,6,POINT (0 0)
A0032125,21N,NOISE COMPLAINT,1F,21N,NOISE COMPLAINT,1F,3675078,535425,2025-01-01T07:46:36.243000,,,2025-01-01T07:53:48.840000,DUP,DUPLICATE,N,1M05,027XX Canal St,70119,1,POINT (-90.08821187 29.96642712)
A0032325,29U,UNCLASSIFIED DEATH,1D,21,COMPLAINT OTHER,1J,3685018,533676,2025-01-01T07:47:58.347000,,2025-01-01T07:48:09.253000,2025-01-01T10:20:38.677000,RTF,REPORT TO FOLLOW,N,8F01,X Esplanade Av,70116,8,POINT (-90.05688408 29.96131721)
A0032425,21,COMPLAINT OTHER,1J,66,EXTORTION (THREATS),2F,3681217,529964,2025-01-01T07:48:25.030000,,,2025-01-01T17:53:42.680000,NAT,Necessary Action Taken,N,8G04,002XX Camp St,70130,8,POINT (-90.06901781 29.95122848)
A0032625,56,SIMPLE CRIMINAL DAMAGE,0,56,SIMPLE CRIMINAL DAMAGE,0,3716466,556972,2025-01-01T07:48:32.337000,,,2025-01-01T09:58:17.680000,RTF,REPORT TO FOLLOW,N,7J03,047XX Nottingham Dr,70127,7,POINT (-89.95669481 30.02437147)
A0032825,ALRMCB,ALARM: COMMERCIAL - BURGLARY,1,ALRMCB,ALARM: COMMERCIAL - BURGLARY,2,3671751,534975,2025-01-01T07:53:17.673000,,,2025-01-01T07:55:55.650000,VOI,VOID,N,1K02,034XX Tulane Av,70119,1,POINT (-90.09873582 29.96528908)
A0032925,21,COMPLAINT OTHER,1J,35,SIMPLE BATTERY,2E,3679329,530843,2025-01-01T08:01:33.267000,,,2025-01-01T17:54:38.603000,NAT,Necessary Action Taken,N,8I02,002XX Loyola Av,70112,8,POINT (-90.07494626 29.9537003)
A0033025,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,2025-01-01T08:03:08.953000,,2025-01-01T08:03:08.953000,2025-01-01T08:03:38.163000,RTF,REPORT TO FOLLOW,Y,8D01,Bourbon St & Canal St,70112,8,POINT (0 0)
A0033125,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3680551,528983,2025-01-01T08:05:25.120000,,,2025-01-01T08:07:45.657000,VOI,VOID,N,8H02,005XX St Charles Av,70130,8,POINT (-90.07115372 29.9485499)
A0033225,21P,LOST PROPERTY,0,21P,LOST PROPERTY,0,3689815,557349,2025-01-01T08:08:23.027000,,,2025-01-01T10:00:37.203000,NAT,Necessary Action Taken,N,3V02,065XX Press Dr,70126,3,POINT (-90.04089199 30.02626239)
A0033325,52F,FIRE,1D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3685758,537348,2025-01-01T08:09:58.290000,,2025-01-01T08:12:42.177000,2025-01-04T17:51:42.923000,RTF,REPORT TO FOLLOW,N,5B03,013XX Mandeville St,70117,5,POINT (-90.05441704 29.97139266)
A0033425,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2C,3706029,564773,2025-01-01T08:10:39.027000,,2025-01-01T10:56:37.700000,2025-01-01T11:05:38.250000,RTF,REPORT TO FOLLOW,N,7P04,080XX Trapier Av,70127,7,POINT (-89.9893852 30.04616318)
A0033525,22D,DIRECTED PATROL,1J,22D,DIRECTED PATROL,1J,3679458,530940,2025-01-01T08:12:21.217000,,2025-01-01T08:12:21.217000,2025-01-01T09:33:52.020000,NAT,Necessary Action Taken,Y,8I02,001XX Blk Joseph Guillaume Pl,70112,8,POINT (-90.07453653 29.95396346)
A0033625,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2C,3680798,520119,2025-01-01T08:12:43.903000,2025-01-01T08:13:45.620000,2025-01-01T08:23:42.540000,2025-01-01T09:19:16.220000,RTF,REPORT TO FOLLOW,N,6B01,004XX Josephine St,70130,6,POINT (-90.07068105 29.92416843)
A0033725,21,COMPLAINT OTHER,1J,63,PROWLER,2D,3680898,529676,2025-01-01T08:13:30.957000,,,2025-01-01T17:59:11.173000,NAT,Necessary Action Taken,N,8G04,004XX St Charles Av,70130,8,POINT (-90.07003511 29.95044401)
A0033825,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681056,554766,2025-01-01T08:13:41.707000,2025-01-01T08:33:26.737000,2025-01-01T08:42:39.630000,2025-01-01T09:27:18.060000,NAT,Necessary Action Taken,N,3R01,060XX Wickfield Dr,70122,3,POINT (-90.06866058 30.0194275)
A0033925,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3664451,544683,2025-01-01T08:14:48.720000,,,2025-01-01T08:25:02.423000,VOI,VOID,N,3B02,055XX Jacquelyn Ct,70124,3,POINT (-90.12146253 29.99219836)
A0034025,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3709155,563215,2025-01-01T08:15:21.073000,,2025-01-01T08:32:03.690000,2025-01-01T08:39:38.497000,DUP,DUPLICATE,N,7P06,073XX Blk Read Blvd,70127,7,POINT (-89.97956384 30.04177833)
A0034125,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3678685,527101,2025-01-01T08:16:49.737000,,2025-01-01T08:16:49.737000,2025-01-01T09:08:30.450000,RTF,REPORT TO FOLLOW,Y,6G03,011XX Oretha Castle Haley Blvd,70113,6,POINT (-90.07710931 29.94343191)
A0034225,103D,DOMESTIC DISTURBANCE,1,103D,DOMESTIC DISTURBANCE,2C,3681750,528822,2025-01-01T08:16:56.547000,2025-01-02T02:10:09.330000,,2025-01-02T02:10:15.847000,GOA,GONE ON ARRIVAL,N,8G02,005XX Tchoupitoulas St,70130,8,POINT (-90.06737374 29.94806956)
A0034325,100,HIT & RUN,1G,100,HIT & RUN,1G,3682109,537629,2025-01-01T08:18:56.660000,2025-01-01T08:18:56.660000,2025-01-01T08:19:00.233000,2025-01-01T08:55:31.887000,RTF,REPORT TO FOLLOW,N,1A01,I-10 E After N Claiborne Onramp,70116,1,POINT (-90.06593144 29.9722775)
A0034425,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3684863,552653,2025-01-01T08:19:34.293000,,,2025-01-01T08:19:34.293000,NAT,Necessary Action Taken,N,3R03,053XX Spain St,70122,3,POINT (-90.05670534 30.01350205)
A0034525,21,COMPLAINT OTHER,1J,966,DRUG VIOLATIONS,2F,3673844,520523,2025-01-01T08:19:52.523000,2025-01-01T10:04:32.480000,2025-01-01T10:18:01.413000,2025-01-01T10:54:22.723000,RTF,REPORT TO FOLLOW,N,6P01,014XX Foucher St,70115,6,POINT (-90.09261883 29.92548887)
A0034625,24,MEDICAL,2D,34S,AGGRAVATED BATTERY BY SHOOTING,2C,37369000,3513814,2025-01-01T08:20:00.620000,2025-01-01T08:24:52.843000,2025-01-01T08:26:39.230000,2025-01-01T14:25:49.630000,RTF,REPORT TO FOLLOW,N,7R08,056XX Read Blvd,70127,7,POINT (0 0)
A0034725,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1J,3674486,541775,2025-01-01T08:22:32.110000,2025-01-01T09:28:25.970000,2025-01-01T09:32:24.520000,2025-01-01T09:56:57.007000,GOA,GONE ON ARRIVAL,N,1N01,Esplanade Av & Wisner Blvd,70119,1,POINT (-90.08986657 29.98390496)
A0034825,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,2025-01-01T08:22:35.413000,,2025-01-01T08:22:35.413000,2025-01-01T08:47:54.587000,NAT,Necessary Action Taken,Y,8D04,Conti St & Bourbon St,None,8,POINT (0 0)
A0034925,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,3681052,531268,2025-01-01T08:25:24.477000,2025-01-01T08:44:22.770000,2025-01-01T08:25:24.477000,2025-01-01T18:43:01.307000,RTF,REPORT TO FOLLOW,Y,8D01,008XX Iberville St,70112,8,POINT (-90.06949077 29.95481749)
A0035025,62A,"BURGLAR ALARM, SILENT",1A,62A,"BURGLAR ALARM, SILENT",2C,3664720,520221,2025-01-01T08:26:25.940000,,2025-01-01T10:27:28.553000,2025-01-01T10:33:15.537000,NAT,Necessary Action Taken,N,2.00E+02,060XX Coliseum St,70118,2,POINT (-90.12143289 29.92492801)
A0035125,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2C,3683217,532918,2025-01-01T08:27:29.007000,,2025-01-01T08:27:29.007000,2025-01-01T08:54:10.807000,NAT,Necessary Action Taken,Y,8.00E+04,006XX Dumaine St,70116,8,POINT (-90.06259926 29.95928927)
A0035225,103,DISTURBANCE (OTHER),1C,35D,SIMPLE BATTERY DOMESTIC,2F,3702635,557316,2025-01-01T08:29:57.033000,2025-01-02T02:56:37.437000,2025-01-02T03:41:47.143000,2025-01-02T06:00:13.167000,GOA,GONE ON ARRIVAL,N,7Q03,077XX S Coronet Ct,70126,7,POINT (-90.00038615 30.02576911)
A0035325,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1J,3672732,522601,2025-01-01T08:30:41.990000,2025-01-01T09:56:50.653000,2025-01-01T10:03:07.107000,2025-01-01T10:05:31.603000,NAT,Necessary Action Taken,N,6Q01,037XX Danneel St,70115,6,POINT (-90.09605768 29.93123663)
A0035425,56,SIMPLE CRIMINAL DAMAGE,1,56,SIMPLE CRIMINAL DAMAGE,0,3692041,537860,2025-01-01T08:33:31.650000,2025-01-01T10:31:49.620000,2025-01-01T10:38:37.927000,2025-01-01T12:00:53.730000,RTF,REPORT TO FOLLOW,N,5H01,017XX Alvar St,70117,5,POINT (-90.03455833 29.97260439)
A0035525,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681772,527627,2025-01-01T08:47:07.700000,,2025-01-01T08:47:07.700000,2025-01-01T08:49:12.700000,NAT,Necessary Action Taken,Y,8G01,008XX Tchoupitoulas St,70130,8,POINT (-90.06734513 29.94478537)
A0035625,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),2D,3680561,543326,2025-01-01T08:48:25.283000,2025-01-01T09:29:23.607000,2025-01-01T09:36:13.717000,2025-01-01T12:50:38.510000,RTF,REPORT TO FOLLOW,N,3X03,016XX Abundance St,70119,3,POINT (-90.0706232 29.98798891)
A0035725,94,DISCHARGING FIREARM,1,94,DISCHARGING FIREARM,2C,3725855,563285,2025-01-01T08:49:46.590000,,,2025-01-01T21:04:34.387000,GOA,GONE ON ARRIVAL,N,7L02,136XX N Lemans St,70129,7,POINT (-89.92678179 30.04141614)
A0035825,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681050,532882,2025-01-01T08:51:58.130000,2025-01-01T08:51:58.130000,2025-01-01T08:52:11.773000,2025-01-01T08:58:51.587000,NAT,Necessary Action Taken,N,8D03,005XX Blk N Rampart St,70112,8,POINT (-90.06944342 29.95925462)
A0035925,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3671824,545141,2025-01-01T09:01:26.790000,,2025-01-01T09:01:26.790000,2025-01-01T16:09:08.453000,NAT,Necessary Action Taken,Y,3I06,X Palm Dr,70124,3,POINT (-90.09815805 29.9932413)
A0036025,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3680181,541302,2025-01-01T09:06:54.957000,2025-01-01T09:06:54.957000,2025-01-01T09:07:02.317000,2025-01-01T09:22:46.393000,NAT,Necessary Action Taken,N,1C02,018XX N Broad St,70119,1,POINT (-90.07189256 29.98243392)
A0036125,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3671397,538408,2025-01-01T09:11:54.650000,2025-01-01T09:11:54.650000,2025-01-01T09:12:07.683000,2025-01-01T09:24:10.137000,NAT,Necessary Action Taken,N,1M02,040XX Canal St,70119,1,POINT (-90.09973611 29.97474029)
A0036225,56D,CRIMINAL DAMAGE DOMESTIC,2C,34,AGGRAVATED BATTERY,2C,3674927,527315,2025-01-01T09:15:20.183000,2025-01-01T09:16:35.230000,2025-01-01T09:19:03.387000,2025-01-01T11:20:35.587000,RTF,REPORT TO FOLLOW,N,6J01,027XX Jackson Av,70113,6,POINT (-90.0889686 29.94413348)
A0036325,99,RECKLESS DRIVING,1C,99,RECKLESS DRIVING,2E,3698553,553004,2025-01-01T09:15:21.553000,2025-01-01T09:17:25.230000,,2025-01-01T09:17:34.890000,GOA,GONE ON ARRIVAL,N,7C03,I-10 W After Morrison Onramp,70126,7,POINT (-90.01343962 30.01404236)
A0036425,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3681580,537715,2025-01-01T09:18:14.393000,2025-01-01T09:24:04.143000,2025-01-01T09:30:44.600000,2025-01-01T18:42:19.487000,RTF,REPORT TO FOLLOW,N,1B01,017XX Laharpe St,70116,1,POINT (-90.06760003 29.97252782)
A0036525,103F,FIGHT,2D,103,DISTURBANCE (OTHER),1F,3689001,538164,2025-01-01T09:18:23.850000,2025-01-01T15:15:24.660000,2025-01-01T15:20:21.073000,2025-01-01T16:50:56.890000,RTF,REPORT TO FOLLOW,N,5G04,016XX Montegut St,70117,5,POINT (-90.04414708 29.97353453)
A0036625,21,COMPLAINT OTHER,1J,35,SIMPLE BATTERY,2E,3679760,526334,2025-01-01T09:18:53.323000,2025-01-01T09:34:35.813000,2025-01-01T09:48:02.140000,2025-01-01T09:53:56.367000,NAT,Necessary Action Taken,N,6.00E+04,St Charles Av & Clio St,70130,6,POINT (-90.07374339 29.94128942)
A0036725,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3682229,537588,2025-01-01T09:24:19.747000,,,2025-01-01T09:25:17.743000,DUP,DUPLICATE,N,1A01,015XX St Bernard Av,70116,1,POINT (-90.06555442 29.97216003)
A0036825,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2C,3682870,535364,2025-01-01T09:25:07.403000,,2025-01-01T09:25:07.403000,2025-01-01T11:14:45.543000,NAT,Necessary Action Taken,Y,1A01,Esplanade Av & N Rampart St,70116,1,POINT (-90.06360832 29.96602408)
A0036925,62A,"BURGLAR ALARM, SILENT",1A,62A,"BURGLAR ALARM, SILENT",2C,3662083,525547,2025-01-01T09:25:49.840000,,,2025-01-01T09:28:55.123000,VOI,VOID,N,2H02,075XX St Charles Av,70118,2,POINT (-90.12957845 29.9396472)
A0037025,100,HIT & RUN,1C,100,HIT & RUN,1C,3693385,536491,2025-01-01T09:26:07.843000,,2025-01-01T09:52:34.463000,2025-01-01T10:39:30.450000,RTF,REPORT TO FOLLOW,N,5D03,N Robertson St & Poland Av,70117,5,POINT (-90.03036308 29.96879953)
A0037125,35,SIMPLE BATTERY,1F,35,SIMPLE BATTERY,1F,3681938,537266,2025-01-01T09:26:28.167000,,,2025-01-01T09:30:32.100000,DUP,DUPLICATE,N,1A01,015XX N Claiborne Av,70116,1,POINT (-90.0664855 29.97128416)
A0037225,67S,SHOPLIFTING,1E,67S,SHOPLIFTING,1E,3711191,554855,2025-01-01T09:27:16.880000,,2025-01-01T09:27:16.880000,2025-01-01T11:36:49.313000,RTF,REPORT TO FOLLOW,Y,7H03,096XX Chef Menteur Hwy,70127,7,POINT (-89.97344079 30.0187257)
A0037325,103F,FIGHT,1,35D,SIMPLE BATTERY DOMESTIC,2C,3681487,529858,2025-01-01T09:28:35.067000,2025-01-01T23:16:22.230000,2025-01-01T23:37:00.767000,2025-01-02T00:52:22.170000,GOA,GONE ON ARRIVAL,N,8G04,005XX Gravier St,70130,8,POINT (-90.06816858 29.95092863)
A0037425,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682379,533103,2025-01-01T09:31:06.310000,,,2025-01-01T15:21:29.533000,NAT,Necessary Action Taken,N,8.00E+01,008XX St Ann St,70116,8,POINT (-90.06523693 29.95982212)
A0037525,103,DISTURBANCE (OTHER),1C,103D,DOMESTIC DISTURBANCE,2F,3712332,556969,2025-01-01T09:31:57.503000,2025-01-01T21:12:28.080000,,2025-01-01T21:12:33.177000,NAT,Necessary Action Taken,N,7J02,048XX Redwood St,70127,7,POINT (-89.96975724 30.02450092)
A0037625,20,AUTO ACCIDENT,2,20,AUTO ACCIDENT,1E,3682935,533560,2025-01-01T09:32:58.353000,,,2025-01-01T09:46:14.363000,VOI,VOID,N,8.00E+01,St Philip St & Bourbon St,70116,8,POINT (-90.06346729 29.96106154)
A0037725,56,SIMPLE CRIMINAL DAMAGE,1,56,SIMPLE CRIMINAL DAMAGE,0,3700388,558039,2025-01-01T09:37:39.953000,2025-01-02T09:02:45.143000,2025-01-02T09:10:51.553000,2025-01-02T09:56:56.127000,RTF,REPORT TO FOLLOW,N,7O01,069XX Cove Dr,70126,7,POINT (-90.00745858 30.02782666)
A0037825,18A,ABANDONED VEHICLE,1,18A,ABANDONED VEHICLE,0,3680497,528650,2025-01-01T09:41:01.707000,2025-01-01T22:39:59.627000,2025-01-01T22:44:09.087000,2025-01-01T22:51:27.940000,NAT,Necessary Action Taken,N,8H01,006XX St Charles Av,70130,8,POINT (-90.07133709 29.94763591)
A0037925,62C,SIMPLE BURGLARY VEHICLE,0,62C,SIMPLE BURGLARY VEHICLE,1C,3682202,526380,2025-01-01T09:44:53.463000,,,2025-01-01T12:38:57.247000,GOA,GONE ON ARRIVAL,N,8G01,010XX S Peters St,70130,8,POINT (-90.06603206 29.94134241)
A0038025,21,COMPLAINT OTHER,2,21,COMPLAINT OTHER,1J,3672769,526763,2025-01-01T09:45:26.173000,,2025-01-01T09:52:50,2025-01-01T09:55:28.553000,GOA,GONE ON ARRIVAL,N,6K01,028XX S Claiborne Av,70125,6,POINT (-90.09579986 29.94267918)
A0038125,100,HIT & RUN,1C,100,HIT & RUN,1C,3705965,561629,2025-01-01T09:46:33.037000,,2025-01-01T10:09:11.123000,2025-01-01T10:53:20.900000,RTF,REPORT TO FOLLOW,N,7O10,Boston Dr & Bunker Hill Rd,70127,7,POINT (-89.98970444 30.03752022)
A0038325,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1J,3666563,524282,2025-01-01T09:53:03.847000,,2025-01-01T10:39:13.180000,2025-01-01T10:40:53.960000,NAT,Necessary Action Taken,N,2I01,059XX Freret St,70115,2,POINT (-90.11547875 29.9360394)
A0038425,62C,SIMPLE BURGLARY VEHICLE,0,62C,SIMPLE BURGLARY VEHICLE,1C,3668858,523306,2025-01-01T09:53:19.287000,,,2025-01-01T10:25:20.423000,RTF,REPORT TO FOLLOW,N,2I02,021XX Robert St,70115,2,POINT (-90.10826527 29.93328871)
A0038525,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3677275,533373,2025-01-01T09:53:58.683000,,2025-01-01T09:53:58.683000,2025-01-01T09:54:07.883000,RTF,REPORT TO FOLLOW,Y,1H01,020XX Canal St,70112,1,POINT (-90.08134647 29.96071969)
A0038625,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3696800,558365,2025-01-01T09:57:45.707000,2025-01-01T20:32:19.743000,,2025-01-01T20:32:23.403000,GOA,GONE ON ARRIVAL,N,7D02,064XX Fitzhenry Ct,70126,7,POINT (-90.0187832 30.02883834)
